school_id,school_name,borough,building_code,street_address,city,State,zip_code,latitude,longitude,number,start_time,end_time,day_length,enrollment,percent_white,percent_black,percent_hispanic,percent_asian,math_avg,reading_avg,writing_avg,final_sat,percent_tested,tested
07X334,International Community High School,Bronx,X139,345 Brook Avenue,3,NY,10454,40.81004,-73.91781,718-665-4128,9:00,16:00,7:00,463,0.01,0.14,0.77,0.07,345,338,312,995,0.58,58.2
07X520,Foreign Language Academy of Global Studies,Bronx,X155,470 Jackson Avenue,3,NY,10455,40.81114,-73.90979,718-585-4024,7:30,15:00,7:30,145,0.01,0.27,0.68,0.03,,,,0,0.33,32.6
07X500,Hostos-Lincoln Academy of Science,Bronx,X162,600 St Anns Avenue,3,NY,10455,40.81496,-73.91252,718-402-5640,8:00,14:30,6:30,544,0.02,0.23,0.7,0.04,463,451,435,1349,0.8,80
07X259,"HERO High (Health, Education, and Research Occupations High School)",Bronx,X655,455 Southern Boulevard,3,NY,10455,40.81041,-73.9068,718-585-8013,8:30,15:30,7:00,231,0.02,0.36,0.59,0.02,,,,0,,0
07X495,University Heights Secondary School,Bronx,X470,701 St Anns Avenue,3,NY,10455,40.81817,-73.91109,718-292-0578,8:45,15:00,6:15,486,0.02,0.3,0.65,0.03,420,446,424,1290,0.88,87.8
07X473,Mott Haven Village Preparatory High School,Bronx,X470,701 St Anns Avenue,3,NY,10455,40.81817,-73.91109,718-402-0571,8:30,15:00,6:30,364,0.01,0.25,0.74,0,377,373,369,1119,0.45,44.9
09X543,High School for Violin and Dance,Bronx,X400,1110 Boston Road,3,NY,10456,40.8276,-73.90448,718-842-0687,8:00,15:00,7:00,384,0,0.34,0.65,0.01,363,401,396,1160,0.31,31.3
09X403,Bronx International High School,Bronx,X400,1110 Boston Road,3,NY,10456,40.8276,-73.90448,718-620-1053,9:00,15:45,6:45,409,0.02,0.2,0.74,0.03,355,330,320,1005,0.59,59.1
08X559,School for Tourism and Hospitality,Bronx,X650,900 Tinton Avenue,3,NY,10456,40.82189,-73.90344,718-401-4214,8:30,14:45,6:15,240,0,0.35,0.6,0.01,,,,0,,0
12X479,Bronx Career and College Preparatory High School,Bronx,X158,800 Home Street,3,NY,10456,40.82776,-73.90039,718-542-4011,8:00,14:15,6:15,333,0.01,0.41,0.57,0.01,370,379,381,1130,0.41,40.7
09X260,Bronx Center for Science and Mathematics,Bronx,X002,1363 Fulton Avenue,3,NY,10456,40.83374,-73.90245,718-992-7089,7:30,15:25,7:55,457,0.02,0.25,0.66,0.06,513,468,485,1466,0.74,73.9
09X324,Bronx Early College Academy for Teaching and Learning,Bronx,X166,250 East 164th Street,3,NY,10456,40.82871,-73.91776,718-681-8287,8:30,15:15,6:45,503,0,0.29,0.67,0.04,424,413,409,1246,0.93,93.3
09X250,Eximius College Preparatory Academy (College Board),Bronx,X002,1363 Fulton Avenue,3,NY,10456,40.83374,-73.90245,718-992-7154,8:00,15:22,7:22,449,0.01,0.45,0.52,0.01,400,391,397,1188,0.78,78.2
12X267,Bronx Latin,Bronx,X158,800 Home Street,3,NY,10456,40.82776,-73.90039,718-991-6349,8:30,15:15,6:45,546,0,0.21,0.77,0.02,394,381,363,1138,0.81,81
09X404,School for Excellence,Bronx,X400,1110 Boston Road,3,NY,10456,40.8276,-73.90448,718-860-1385,8:15,14:45,6:30,421,0.01,0.27,0.71,0.01,377,385,383,1145,0.38,38.4
09X297,Morris Academy for Collaborative Studies,Bronx,X400,1110 Boston Road,3,NY,10456,40.8276,-73.90448,718-542-3700,8:15,15:30,7:15,471,0,0.26,0.72,0.01,407,389,386,1182,0.45,44.8
09X517,Frederick Douglass Academy III Secondary School,Bronx,X148,3630 Third Avenue,3,NY,10456,40.83417,-73.90403,718-538-9726,8:30,16:00,7:30,427,0.02,0.5,0.45,0.01,387,386,386,1159,0.51,50.5
09X564,Claremont International High School,Bronx,X410,240 East 172nd Street,3,NY,10457,40.84037,-73.91084,718-410-4001,8:40,15:17,6:37,257,0.01,0.21,0.73,0.05,,,,0,,0
09X241,Urban Assembly School for Applied Math and Science,Bronx,X970,1595 Bathgate Avenue,3,NY,10457,40.83933,-73.90131,718-466-7800,8:30,15:30,7:00,619,0.01,0.33,0.64,0.01,445,418,422,1285,0.88,87.8
09X227,Bronx Collegiate Academy,Bronx,X410,240 East 172nd Street,3,NY,10457,40.84037,-73.91084,718-410-4077,8:30,15:30,7:00,382,0,0.29,0.69,0.01,395,401,382,1178,0.46,45.5
09X252,Mott Hall Bronx High School,Bronx,X970,1595 Bathgate Avenue,3,NY,10457,40.83933,-73.90131,718-466-6800,8:30,15:15,6:45,402,0.01,0.2,0.76,0.01,417,399,398,1214,0.46,46.2
09X276,Leadership Institute,Bronx,X004,1701 Fulton Avenue,3,NY,10457,40.84127,-73.89798,718-299-7490,8:30,15:15,6:45,207,0.02,0.34,0.63,0,,,,0,0.24,23.5
09X350,New Directions Secondary School,Bronx,X410,240 East 172nd Street,3,NY,10457,40.84037,-73.91084,718-410-4242,,,0:00,,,,,,,,,0,,0
09X525,Bronx Leadership Academy High School,Bronx,X876,1710 Webster Avenue,3,NY,10457,40.84358,-73.90322,718-299-4274,8:00,15:44,7:44,686,0.01,0.36,0.62,0,375,372,374,1121,0.49,49.1
09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,X970,1595 Bathgate Avenue,3,NY,10457,40.83933,-73.90131,718-466-4000,8:15,15:15,7:00,375,0.01,0.27,0.71,0.02,382,375,384,1141,0.59,59.2
09X413,Bronx High School for Medical Science,Bronx,X410,240 East 172nd Street,3,NY,10457,40.84037,-73.91084,718-410-4040,7:45,15:15,7:30,472,0.01,0.37,0.53,0.07,431,421,426,1278,0.84,83.9
09X231,Eagle Academy for Young Men,Bronx,X465,4143 Third Avenue,3,NY,10457,40.84519,-73.89698,718-466-8000,8:30,16:00,7:30,608,0.01,0.61,0.36,0,398,410,397,1205,0.66,65.7
09X412,Bronx High School of Business,Bronx,X410,240 East 172nd Street,3,NY,10457,40.84037,-73.91084,718-410-4060,7:45,15:15,7:30,339,0.01,0.33,0.63,0.02,365,360,346,1071,0.33,33.3
09X329,DreamYard Preparatory School,Bronx,X410,240 East 172nd Street,3,NY,10457,40.84037,-73.91084,718-410-4242,8:40,15:15,6:35,336,0.01,0.34,0.61,0.02,385,385,388,1158,0.51,51.1
10X225,Theatre Arts Production Company School,Bronx,X137,2225 Webster Avenue,3,NY,10457,40.85465,-73.89665,718-584-0832,8:30,15:30,7:00,632,0.01,0.29,0.67,0.01,402,421,410,1233,0.78,77.7
10X243,West Bronx Academy for the Future,Bronx,X435,500 East Fordham Road,3,NY,10458,40.86001,-73.88823,718-563-7139,8:30,15:15,6:45,599,0.03,0.21,0.72,0.03,404,383,378,1165,0.57,57.3
10X524,Crotona International High School,Bronx,X660,2474 Crotona Avenue,3,NY,10458,40.85592,-73.88258,718-561-8701,8:30,16:15,7:45,336,0.02,0.1,0.86,0.02,,,,0,0,0
10X439,Bronx High School for Law and Community Service,Bronx,X435,500 East Fordham Road,3,NY,10458,40.86001,-73.88823,718-733-5274,8:15,16:00,7:45,398,0.02,0.24,0.71,0.01,401,402,386,1189,0.65,64.8
10X264,Bronx Academy for Software Engineering (BASE),Bronx,X660,2474 Crotona Avenue,3,NY,10458,40.85592,-73.88258,718-733-6024,8:30,15:30,7:00,226,0.03,0.29,0.61,0.08,,,,0,,0
10X434,Belmont Preparatory High School,Bronx,X435,500 East Fordham Road,3,NY,10458,40.86001,-73.88823,718-733-4559,8:15,15:45,7:30,416,0.02,0.3,0.66,0.02,413,408,402,1223,0.55,55.3
10X437,Fordham High School for the Arts,Bronx,X435,500 East Fordham Road,3,NY,10458,40.86001,-73.88823,718-733-4656,8:00,15:45,7:45,401,0.03,0.31,0.65,0.01,398,404,412,1214,0.56,56.2
10X565,High School for Energy and Technology,Bronx,X660,2474 Crotona Avenue,3,NY,10458,40.85592,-73.88258,718-733-3080,8:00,15:45,7:45,311,0.01,0.27,0.7,0.01,,,,0,,0
10X374,Knowledge and Power Preparatory Academy International High School (KAPPA),Bronx,X435,500 East Fordham Road,3,NY,10458,40.86001,-73.88823,718-933-1247,7:30,16:00,8:30,487,0.02,0.32,0.61,0.03,408,417,404,1229,0.67,66.7
10X438,Fordham Leadership Academy for Business and Technology,Bronx,X435,500 East Fordham Road,3,NY,10458,40.86001,-73.88823,718-733-5024,8:00,16:00,8:00,438,0.03,0.28,0.68,0.02,355,373,368,1096,0.44,44.3
12X248,Metropolitan High School,Bronx,X099,1180 Rev JA Polite Avenue,3,NY,10459,40.82523,-73.89395,718-991-4634,8:00,16:00,8:00,326,0,0.22,0.75,0.01,387,388,386,1161,0.66,65.9
08X332,Holcombe L. Rucker School of Community Research,Bronx,X039,965 Longwood Avenue,3,NY,10459,40.81744,-73.89805,718-860-1053,8:15,15:15,7:00,236,0,0.43,0.55,0,376,372,369,1117,0.59,59
08X530,Banana Kelly High School,Bronx,X039,965 Longwood Avenue,3,NY,10459,40.81744,-73.89805,718-860-1242,8:45,15:05,6:20,325,0.01,0.37,0.61,0,378,391,378,1147,0.26,25.7
08X269,Bronx Studio School for Writers and Artists,Bronx,X392,928 Simpson Street,3,NY,10459,40.82062,-73.89307,718-893-5158,8:20,15:20,7:00,565,0.01,0.2,0.77,0.01,417,412,403,1232,0.72,71.6
12X278,Peace and Diversity Academy,Bronx,X099,1180 Rev JA Polite Avenue,3,NY,10459,40.82523,-73.89395,718-991-1855,8:45,15:15,6:30,170,0.02,0.44,0.52,0.01,366,362,365,1093,0.27,27.1
12X271,East Bronx Academy for the Future,Bronx,X973,1716 Southern Boulevard,3,NY,10460,40.83695,-73.88796,718-861-8641,8:30,15:00,6:30,618,0.01,0.25,0.71,0.03,418,406,408,1232,0.41,41.1
12X511,Bronx Envision Academy,Bronx,X098,1619 Boston Road,3,NY,10460,40.83594,-73.89047,718-589-1590,8:25,15:15,6:50,355,0.02,0.34,0.6,0.02,364,385,366,1115,0.77,76.5
12X682,Fannie Lou Hamer Freedom High School,Bronx,X878,1021 Jennings Street,3,NY,10460,40.83081,-73.88602,718-861-0521,8:45,14:45,6:00,470,0,0.29,0.7,0,345,347,339,1031,0.75,75
12X251,Explorations Academy,Bronx,X098,1619 Boston Road,3,NY,10460,40.83594,-73.89047,718-893-6173,8:00,15:30,7:30,358,0.02,0.27,0.7,0.01,377,372,365,1114,0.43,43
12X372,Urban Assembly School for Wildlife Conservation,Bronx,X067,2024 Mohegan Avenue,3,NY,10460,40.84404,-73.88469,718-991-2695,8:40,15:00,6:20,571,0.02,0.25,0.69,0.02,393,397,379,1169,0.71,71.1
12X684,Wings Academy,Bronx,X879,1122 East 180th Street,3,NY,10460,40.84181,-73.87542,718-597-1751,8:00,15:00,7:00,501,0.01,0.59,0.38,0.01,379,372,373,1124,0.49,49.2
08X348,Schuylerville Preparatory High School,Bronx,X405,3000 East Tremont Avenue,3,NY,10461,40.84051,-73.83812,718-904-4200,8:00,15:40,7:40,177,0.06,0.22,0.67,0.04,,,,0,,0
08X293,Renaissance High School for Musical Theater and Technology,Bronx,X405,3000 East Tremont Avenue,3,NY,10461,40.84051,-73.83812,718-430-6390,8:15,15:00,6:45,444,0.07,0.28,0.61,0.03,390,411,393,1194,0.52,52.3
08X558,Westchester Square Academy,Bronx,X405,3000 East Tremont Avenue,3,NY,10461,40.84051,-73.83812,718-904-5050,8:15,15:20,7:05,396,0.09,0.27,0.57,0.05,,,,0,,0
08X320,Pelham Lab High School,Bronx,X405,3000 East Tremont Avenue,3,NY,10461,40.84051,-73.83812,718-904-5090,8:00,16:00,8:00,211,0.05,0.33,0.53,0.08,,,,0,,0
08X405,Herbert H. Lehman High School,Bronx,X405,3000 East Tremont Avenue,3,NY,10461,40.84051,-73.83812,718-904-4200,8:15,15:45,7:30,1535,0.11,0.24,0.55,0.09,426,419,407,1252,0.29,28.9
08X349,Bronx River High School,Bronx,X405,3000 East Tremont Avenue,3,NY,10461,40.84051,-73.83812,718-904-4210,8:14,15:36,7:22,204,0.03,0.3,0.61,0.03,,,,0,,0
11X418,Bronx High School for the Visual Arts,Bronx,X839,2040 Antin Place,3,NY,10462,40.85143,-73.86502,718-319-5160,8:15,14:45,6:30,483,0.07,0.27,0.62,0.04,408,428,404,1240,0.33,32.5
10X368,In-Tech Academy,Bronx,X368,2975 Tibbett Avenue,3,NY,10463,40.88005,-73.90921,718-432-4300,8:30,15:30,7:00,1022,0.03,0.11,0.83,0.03,426,419,404,1249,0.86,85.9
10X284,Bronx School of Law and Finance,Bronx,X475,99 Terrace View Avenue,3,NY,10463,40.87705,-73.91234,718-561-0113,8:00,14:45,6:45,426,0.03,0.3,0.65,0.02,384,394,366,1144,0.48,48.3
10X213,Bronx Engineering and Technology Academy,Bronx,X475,99 Terrace View Avenue,3,NY,10463,40.87705,-73.91234,718-563-6678,8:15,16:30,8:15,417,0.01,0.34,0.56,0.07,394,406,391,1191,0.6,59.6
10X546,Bronx Theatre High School,Bronx,X475,99 Terrace View Avenue,3,NY,10463,40.87705,-73.91234,718-329-2902,8:40,16:00,7:20,428,0.02,0.3,0.67,0.01,382,384,390,1156,0.67,66.7
10X477,Marble Hill High School for International Studies,Bronx,X475,99 Terrace View Avenue,3,NY,10463,40.87705,-73.91234,718-561-0973,8:30,16:40,8:10,449,0.05,0.25,0.61,0.09,451,417,423,1291,0.93,92.9
10X237,"Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,X143,120 West 231st Street,3,NY,10463,40.87598,-73.90123,718-432-6491,8:00,14:45,6:45,583,0.03,0.36,0.57,0.03,423,420,425,1268,0.69,68.6
10X141,Riverdale/Kingsbridge Academy,Bronx,X141,660 West 237th Street,3,NY,10463,40.88837,-73.91409,718-796-8516,8:20,14:40,6:20,1381,0.24,0.12,0.56,0.08,496,485,476,1457,0.69,69.4
11X513,New World High School,Bronx,X362,921 East 228th Street,3,NY,10466,40.88792,-73.85287,718-696-3800,8:00,15:00,7:00,408,0.08,0.09,0.66,0.14,407,363,358,1128,0.93,93
11X514,Bronxwood Preparatory Academy,Bronx,X362,921 East 228th Street,3,NY,10466,40.88792,-73.85287,718-696-3820,8:00,15:00,7:00,423,0.04,0.62,0.29,0.03,392,408,392,1192,0.43,43.3
11X270,Academy for Scholarship and Entrepreneurship (College Board),Bronx,X362,921 East 228th Street,3,NY,10466,40.88792,-73.85287,718-696-3840,8:00,14:56,6:56,371,0.01,0.64,0.31,0.03,392,408,400,1200,0.63,63.4
11X544,High School for Contemporary Arts,Bronx,X425,800 East Gun Hill Road,3,NY,10467,40.87575,-73.86139,718-944-5610,8:00,14:45,6:45,493,0.01,0.38,0.59,0.01,367,381,361,1109,0.41,41
11X545,Bronx Aerospace High School,Bronx,X425,800 East Gun Hill Road,3,NY,10467,40.87575,-73.86139,718-696-6010,9:00,17:00,8:00,431,0.02,0.29,0.65,0.02,403,410,393,1206,0.51,50.5
11X290,Bronx Academy of Health Careers,Bronx,X425,800 East Gun Hill Road,3,NY,10467,40.87575,-73.86139,718-696-3340,8:25,15:15,6:50,465,0.02,0.45,0.47,0.05,386,380,391,1157,0.59,59.4
11X275,High School of Computers and Technology,Bronx,X425,800 East Gun Hill Road,3,NY,10467,40.87575,-73.86139,718-696-3930,8:00,15:00,7:00,567,0.01,0.34,0.58,0.05,396,399,377,1172,0.66,65.6
11X265,Bronx Lab School,Bronx,X425,800 East Gun Hill Road,3,NY,10467,40.87575,-73.86139,718-696-3700,8:45,17:00,8:15,471,0.02,0.4,0.54,0.04,407,416,401,1224,0.77,77.4
11X253,Bronx High School for Writing and Communication Arts,Bronx,X425,800 East Gun Hill Road,3,NY,10467,40.87575,-73.86139,718-944-5660,8:00,15:00,7:00,389,0.01,0.45,0.49,0.03,380,437,425,1242,0.38,38.1
10X433,High School for Teaching and the Professions,Bronx,X430,2780 Reservoir Avenue,3,NY,10468,40.87038,-73.89816,718-329-7380,8:45,15:45,7:00,486,0.03,0.2,0.75,0.02,372,361,369,1102,0.47,46.5
10X445,Bronx High School of Science,Bronx,X445,75 West 205th Street,3,NY,10468,40.87706,-73.88978,718-817-7700,8:00,15:45,7:45,3015,0.22,0.03,0.06,0.63,714,660,667,2041,0.97,97
10X268,Kingsbridge International High School,Bronx,X430,2780 Reservoir Avenue,3,NY,10468,40.87038,-73.89816,718-329-8580,7:45,14:45,7:00,461,0.02,0.05,0.86,0.07,366,311,310,987,0.51,50.7
10X549,Discovery High School,Bronx,X430,2780 Reservoir Avenue,3,NY,10468,40.87038,-73.89816,718-733-3872,8:45,15:45,7:00,530,0.02,0.17,0.77,0.03,432,396,395,1223,0.4,39.9
10X353,World View High School,Bronx,X440,100 West Mosholu Parkway South,3,NY,10468,40.88008,-73.8859,718-601-0391,9:00,16:00,7:00,173,0.01,0.28,0.69,0.01,,,,0,,0
10X442,Celia Cruz Bronx High School of Music,Bronx,X430,2780 Reservoir Avenue,3,NY,10468,40.87038,-73.89816,718-329-8550,8:00,15:45,7:45,430,0.01,0.25,0.7,0.01,417,434,425,1276,0.76,75.6
10X696,High School of American Studies at Lehman College,Bronx,X905,2925 Goulden Avenue,3,NY,10468,40.87126,-73.89752,718-329-2144,8:00,15:00,7:00,376,0.51,0.04,0.15,0.23,669,672,672,2013,0.92,91.8
10X440,DeWitt Clinton High School,Bronx,X440,100 West Mosholu Parkway South,3,NY,10468,40.88008,-73.8859,718-543-1000,8:00,14:46,6:46,2109,0.04,0.32,0.55,0.09,445,436,433,1314,0.32,31.8
10X342,International School for Liberal Arts,Bronx,X430,2780 Reservoir Avenue,3,NY,10468,40.87038,-73.89816,718-329-8570,8:00,15:45,7:45,561,0.01,0,1,0,390,387,379,1156,0.19,19.2
10X351,Bronx Collaborative High School,Bronx,X440,100 West Mosholu Parkway South,3,NY,10468,40.88008,-73.8859,718-543-1023,9:00,16:00,7:00,223,0.05,0.3,0.62,0.01,,,,0,,0
11X299,Astor Collegiate Academy,Bronx,X415,925 Astor Avenue,3,NY,10469,40.8597,-73.86074,718-944-3418,7:35,15:55,8:20,476,0.11,0.33,0.48,0.07,422,417,409,1248,0.58,57.9
11X542,Pelham Preparatory Academy,Bronx,X415,925 Astor Avenue,3,NY,10469,40.8597,-73.86074,718-944-3601,8:15,15:45,7:30,489,0.07,0.36,0.49,0.06,420,433,425,1278,0.77,77
11X509,High School of Language and Innovation,Bronx,X415,925 Astor Avenue,3,NY,10469,40.8597,-73.86074,718-944-3625,8:25,15:15,6:50,354,0.11,0.12,0.58,0.17,356,340,320,1016,0.73,72.7
11X288,Collegiate Institute for Math and Science,Bronx,X415,925 Astor Avenue,3,NY,10469,40.8597,-73.86074,718-944-3635,8:15,16:15,8:00,687,0.1,0.34,0.44,0.12,488,461,458,1407,0.8,79.8
11X508,Bronxdale High School,Bronx,X415,925 Astor Avenue,3,NY,10469,40.8597,-73.86074,718-944-3655,8:25,15:55,7:30,427,0.09,0.29,0.57,0.03,418,432,436,1286,0.73,72.5
12X388,Pan American International High School at Monroe,Bronx,X420,1300 Boynton Avenue,3,NY,10472,40.83137,-73.87882,718-991-7238,8:30,17:30,9:00,428,0,0,1,0,317,315,292,924,0.66,65.6
12X478,Cinema School,Bronx,X423,1551 East 172nd Street,3,NY,10472,40.83136,-73.87834,718-620-2560,8:30,15:45,7:15,338,0.04,0.22,0.7,0.04,430,449,448,1327,0.88,88.3
12X692,Monroe Academy for Visual Arts and Design,Bronx,X420,1300 Boynton Avenue,3,NY,10472,40.83137,-73.87882,718-860-8160,8:30,15:00,6:30,445,0.01,0.18,0.78,0.01,361,354,351,1066,0.47,46.8
12X242,Mott Hall V,Bronx,X423,1551 East 172nd Street,3,NY,10472,40.83136,-73.87834,718-620-8160,8:00,15:30,7:30,669,0.02,0.22,0.71,0.04,430,422,414,1266,0.78,77.5
12X521,Metropolitan Soundview High School,Bronx,X420,1300 Boynton Avenue,3,NY,10472,40.83137,-73.87882,718-860-8240,8:30,15:40,7:10,416,0.02,0.26,0.67,0.03,444,428,422,1294,0.52,52
12X550,High School of World Cultures,Bronx,X420,1300 Boynton Avenue,3,NY,10472,40.83137,-73.87882,718-860-8120,8:00,16:00,8:00,410,0.01,0.08,0.8,0.08,356,359,347,1062,0.38,38.2
08X312,Millennium Art Academy,Bronx,X450,1980 Lafayette Avenue,3,NY,10473,40.8223,-73.85596,718-824-0978,8:00,15:00,7:00,487,0.02,0.3,0.65,0.02,396,413,395,1204,0.39,39.2
08X452,Bronx Guild,Bronx,X450,1980 Lafayette Avenue,3,NY,10473,40.8223,-73.85596,718-597-1587,8:30,15:00,6:30,326,0.01,0.32,0.62,0.04,365,393,357,1115,0.41,41.3
08X367,"Archimedes Academy for Math, Science, and Technology Applications",Bronx,X174,456 White Plains Road,3,NY,10473,40.81492,-73.85657,718-617-5046,8:25,15:15,6:50,637,0.02,0.31,0.61,0.06,418,430,403,1251,0.51,51.2
08X432,Bronx Bridges High School,Bronx,X450,1980 Lafayette Avenue,3,NY,10473,40.8223,-73.85596,718-829-2984,8:00,15:45,7:45,333,0.02,0.07,0.83,0.08,,,,0,0.01,1.2
08X305,Pablo Neruda Academy,Bronx,X450,1980 Lafayette Avenue,3,NY,10473,40.8223,-73.85596,718-824-1682,8:00,15:50,7:50,315,0.01,0.26,0.68,0.04,394,384,383,1161,0.44,44.2
08X282,Women's Academy of Excellence,Bronx,X174,456 White Plains Road,3,NY,10473,40.81492,-73.85657,718-542-0740,8:30,14:45,6:15,345,0.03,0.5,0.41,0.04,386,390,389,1165,0.45,45.2
08X561,Bronx Compass High School,Bronx,X450,1980 Lafayette Avenue,3,NY,10473,40.8223,-73.85596,718-828-1206,8:30,15:15,6:45,332,0.01,0.35,0.6,0.02,,,,0,,0
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,Bronx,X972,1440 Story Avenue,3,NY,10473,40.82117,-73.88114,718-860-5110,8:00,14:19,6:19,307,0.03,0.25,0.68,0.02,389,408,413,1210,0.31,31.3
08X376,Antonia Pantoja Preparatory Academy (College Board),Bronx,X450,1980 Lafayette Avenue,3,NY,10473,40.8223,-73.85596,718-824-3152,8:00,14:45,6:45,450,0.01,0.26,0.65,0.06,435,415,423,1273,0.45,44.9
11X249,Bronx Health Sciences High School,Bronx,X455,750 Baychester Avenue,3,NY,10475,40.87413,-73.8338,718-862-4406,7:15,15:00,7:45,374,0.03,0.52,0.35,0.08,407,421,427,1255,0.87,87.1
11X455,Harry S. Truman High School,Bronx,X455,750 Baychester Avenue,3,NY,10475,40.87413,-73.8338,718-904-5400,8:00,15:00,7:00,2058,0.02,0.52,0.43,0.02,400,401,391,1192,0.42,41.5
24Q600,Queens Vocational and Technical High School,Queens,Q600,37-02 47th Avenue,4,NY,11101,40.74219,-73.92824,718-937-3010,8:00,16:30,8:30,1553,0.07,0.06,0.75,0.12,467,436,432,1335,0.53,53.4
24Q267,High School of Applied Communication,Queens,Q735,30-20 Thomson Avenue,4,NY,11101,40.74509,-73.93681,718-389-3163,8:30,15:30,7:00,421,0.14,0.13,0.54,0.16,435,437,441,1313,0.71,70.9
24Q520,Middle College High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,4,NY,11101,40.74415,-73.93363,718-392-3330,8:00,13:55,5:55,514,0.07,0.05,0.8,0.08,377,389,377,1143,0.49,48.7
30Q301,Academy for Careers in Television and Film,Queens,Q404,1-50 51st Avenue,4,NY,11101,40.74114,-73.94969,718-609-3330,9:00,15:30,6:30,515,0.21,0.16,0.54,0.06,444,458,444,1346,0.95,95
24Q610,Aviation Career and Technical Education High School,Queens,Q610,45-30 36th Street,4,NY,11101,40.74359,-73.92908,718-361-2032,8:00,16:30,8:30,2168,0.11,0.06,0.49,0.31,511,464,456,1431,0.79,78.6
30Q575,Academy of American Studies,Queens,Q451,28-04 41st Avenue,4,NY,11101,40.7513,-73.93742,718-361-8786,9:50,16:15,6:25,874,0.28,0.07,0.34,0.29,495,482,479,1456,0.85,84.8
30Q555,Newcomers High School,Queens,Q450,28-01 41st Avenue,4,NY,11101,40.75138,-73.93745,718-937-6005,8:00,15:00,7:00,993,0.06,0.02,0.55,0.37,490,374,381,1245,0.47,47.1
24Q299,Bard High School Early College Queens,Queens,Q735,30-20 Thomson Avenue,4,NY,11101,40.74509,-73.93681,718-361-3133,9:00,15:20,6:20,623,0.35,0.11,0.17,0.34,631,598,610,1839,0.94,94.1
24Q530,International High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,4,NY,11101,40.74415,-73.93363,718-392-3433,8:00,15:30,7:30,509,0.13,0.03,0.45,0.39,425,367,365,1157,0.72,71.7
30Q502,Information Technology High School,Queens,Q725,21-16 44th Road,4,NY,11101,40.74792,-73.94657,718-937-4270,7:15,14:05,6:50,970,0.09,0.15,0.56,0.18,443,420,411,1274,0.59,58.8
24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Queens,Q891,47-07 30th Place,4,NY,11101,40.74226,-73.93688,718-472-5671,8:00,15:00,7:00,610,0.11,0.05,0.64,0.19,478,445,445,1368,0.71,71.1
24Q264,Academy of Finance and Enterprise,Queens,Q735,30-20 Thomson Avenue,4,NY,11101,40.74509,-73.93681,718-389-3623,8:15,15:15,7:00,478,0.15,0.07,0.52,0.22,489,456,459,1404,0.93,92.7
30Q286,Young Women's Leadership School in Astoria,Queens,Q739,23-15 Newtown Avenue,5,NY,11102,40.77125,-73.9246,718-267-2839,8:00,15:20,7:20,572,0.2,0.05,0.38,0.38,483,464,477,1424,1,100
30Q445,William Cullen Bryant High School,Queens,Q445,48-10 31st Avenue,5,NY,11103,40.75812,-73.91033,718-721-5404,8:45,15:30,6:45,2496,0.16,0.06,0.49,0.28,466,424,426,1316,0.57,56.9
30Q450,Long Island City High School,Queens,Q452,14-30 Broadway,5,NY,11106,40.76576,-73.93273,718-545-7095,8:29,15:50,7:21,2123,0.09,0.14,0.6,0.16,430,423,412,1265,0.52,51.6
30Q501,Frank Sinatra School of the Arts High School,Queens,Q570,35-12 35th Avenue,5,NY,11106,40.75653,-73.92514,718-361-9920,7:45,15:15,7:30,808,0.39,0.14,0.33,0.11,536,543,543,1622,0.9,89.5
30Q258,Energy Tech High School,Queens,Q204,36-41 28th Street,5,NY,11106,40.7571,-73.93262,718-472-0536,8:45,15:35,6:50,227,0.16,0.12,0.43,0.23,,,,0,,0
30Q580,Baccalaureate School for Global Education,Queens,Q798,34-12 36th Avenue,5,NY,11106,40.75517,-73.92682,718-361-5275,8:00,15:00,7:00,478,0.35,0.03,0.21,0.4,633,620,628,1881,0.99,98.5
13K419,"Science Skills Center High School for Science, Technology, and the Creative Arts",Brooklyn,K805,49 Flatbush Avenue Extension,6,NY,11201,40.69717,-73.98496,718-243-9413,8:07,15:40,7:33,528,0.02,0.71,0.18,0.07,399,397,386,1182,0.66,65.9
13K439,Brooklyn International High School,Brooklyn,K805,49 Flatbush Avenue Extension,6,NY,11201,40.69717,-73.98496,718-643-9315,9:15,15:30,6:15,345,0.14,0.18,0.27,0.42,432,334,333,1099,0.93,92.7
15K423,Brooklyn Frontiers High School,Brooklyn,K520,112 Schermerhorn Street,6,NY,11201,40.6902,-73.98927,718-722-4727,8:20,15:09,6:49,,,,,,,,,0,,0
15K497,School for International Studies,Brooklyn,K293,284 Baltic Street,6,NY,11201,40.68545,-73.99349,718-330-9390,8:30,15:15,6:45,466,0.1,0.48,0.36,0.04,417,406,394,1217,0.65,65.1
15K429,Brooklyn School for Global Studies,Brooklyn,K293,284 Baltic Street,6,NY,11201,40.68545,-73.99349,718-694-9741,8:45,15:10,6:25,250,0.07,0.55,0.36,0.02,393,381,402,1176,0.62,61.8
